Store,MCC,Type,Timestamp,Processing Time (s)
2C2*Lalamove,4214,"Motor Freight Carriers, Moving and Storage Companies, Trucking – Local/long Distance, Delivery Services – Local",2024-10-31 15:48:46,4.28
Eagle Eye Centre,8011,Doctors and Physicians not Elsewhere Classified,2024-10-31 15:48:51,4.27
Helpling,5734,Computer Software Stores,2024-10-31 15:48:54,3.65
Twg Tea,5441,"Candy, Nut, and Confectionery Stores",2024-10-31 15:48:59,4.48
Under Armour,5941,Sporting Goods Stores,2024-10-31 15:49:04,5.11
Olive Young,5977,Cosmetic Stores,2024-10-31 15:49:08,4.38
Jumbo Seafood,5812,Eating Places and Restaurants,2024-10-31 15:49:13,4.34
Aston'S Specialties,5812,Eating Places and Restaurants,2024-10-31 15:49:17,4.3
Timezone,7994,Video Game Arcades/establishments,2024-10-31 15:49:21,4.25
Msig Travel Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 15:49:25,4.25
Crystal Jade,5812,Eating Places and Restaurants,2024-10-31 15:49:30,4.3
Facebook (Ads),7311,Advertising Services,2024-10-31 15:49:34,4.35
Scoop Wholefoods,5411,"Grocery Stores, Supermarkets",2024-10-31 15:49:38,4.27
Heytea,5814,Fast Food Restaurants,2024-10-31 15:49:43,4.41
Awfully Chocolate,5462,Bakeries,2024-10-31 15:49:47,4.28
Atrix,5734,Computer Software Stores,2024-10-31 15:49:51,4.29
Ichiban Boshi,5812,Eating Places and Restaurants,2024-10-31 15:49:56,4.37
Famous Amos,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 15:50:00,3.9
Allianz Travel Hero,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 15:50:04,4.24
Healthway Medical,8011,Doctors and Physicians not Elsewhere Classified,2024-10-31 15:50:08,4.34
Mos Burger,5814,Fast Food Restaurants,2024-10-31 15:50:13,4.39
Nordvpn,5734,Computer Software Stores,2024-10-31 15:50:17,4.26
Ihg Miles Purchase,7399,"Business Services, Not Elsewhere Classified",2024-10-31 15:50:21,4.25
Miniso,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 15:50:25,3.86
Bhg,5311,Department Stores,2024-10-31 15:50:29,3.78
Kopitiam (Card Topup),5812,Eating Places and Restaurants,2024-10-31 15:50:33,4.36
Hertz,3357,Hertz Rent-a-car,2024-10-31 15:50:37,4.23
Eat,5814,Fast Food Restaurants,2024-10-31 15:50:42,4.25
Kiddy Palace,5945,"Hobby, Toy, and Game Shops",2024-10-31 15:50:46,4.21
Gleneagles Hospital,8062,Hospitals,2024-10-31 15:50:50,3.78
Paradise Dynasty,5812,Eating Places and Restaurants,2024-10-31 15:50:54,4.06
Asics,5661,Shoe Stores,2024-10-31 15:50:58,4.25
Eu Holidays,4722,Travel Agencies and Tour Operations,2024-10-31 15:51:02,4.42
Kickstarter,5945,"Hobby, Toy, and Game Shops",2024-10-31 15:51:06,4.24
Jd Sports,5655,"Sports Apparel, Riding Apparel Stores",2024-10-31 15:51:11,4.66
Msig Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 15:51:15,4.27
So Good Bakery,5462,Bakeries,2024-10-31 15:51:20,4.14
Microsoft Office 365,5816,Digital Goods — Games,2024-10-31 15:51:24,4.3
Encik Tan,5814,Fast Food Restaurants,2024-10-31 15:51:28,4.35
Beauty In The Pot,5812,Eating Places and Restaurants,2024-10-31 15:51:33,4.42
Lenovo,5969,Direct Marketing – Not Elsewhere Classified,2024-10-31 15:51:37,4.3
Google Ads (Purchases),7399,"Business Services, Not Elsewhere Classified",2024-10-31 15:51:41,4.25
Jannpaul,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 15:51:45,4.29
Dior,5691,Men’s and Women’s Clothing Stores,2024-10-31 15:51:50,4.37
Mega Discount Store,5722,Household Appliance Stores,2024-10-31 15:51:54,4.24
Shake Shack,5814,Fast Food Restaurants,2024-10-31 15:51:58,4.31
Norton Lifelock,5817,Digital Goods — Software Applications excluding games,2024-10-31 15:52:03,4.45
Bacha Coffee,5812,Eating Places and Restaurants,2024-10-31 15:52:07,4.39
Grain,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 15:52:12,4.3
Fullerton Health,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 15:52:15,3.96
Yolofoods,5812,Eating Places and Restaurants,2024-10-31 15:52:19,3.79
Eb Eventbrite,7922,"Theatrical Producers except Motion Pictures, Ticket Agencies",2024-10-31 15:52:23,3.91
Colony,5812,Eating Places and Restaurants,2024-10-31 15:52:27,3.92
Gardens By The Bay,7991,Tourist Attractions and Exhibits,2024-10-31 15:52:31,4.08
Changi Recommends,4722,Travel Agencies and Tour Operations,2024-10-31 15:52:35,4.02
Parkway Shenton,8099,Medical Services and Health Practitioners not Elsewhere Classified,2024-10-31 15:52:39,3.81
Enets,9399,Government Services not Elsewhere Classified,2024-10-31 15:52:43,3.95
Ocbc,6012,Financial Institutions – Merchandise and Services,2024-10-31 15:52:48,5.34
Thai Airways,3077,Thai Airways,2024-10-31 15:52:52,4.15
Kk Women'S And Children'S Hospital,8062,Hospitals,2024-10-31 15:52:57,4.21
Shangri-La Singapore,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 15:53:01,4.26
49 Seats,5812,Eating Places and Restaurants,2024-10-31 15:53:05,4.13
Raffles Hotel Singapore,5812,Eating Places and Restaurants,2024-10-31 15:53:12,6.49
China Eastern Airlines,3206,China Eastern Airlines,2024-10-31 15:53:18,6.1
Health,5815,"Digital Goods — Media, books, movies, music",2024-10-31 15:53:32,13.9
Intercontinental Hotels,3512,Inter-continental Hotels,2024-10-31 15:53:38,6.06
Tripadvisor,7311,Advertising Services,2024-10-31 15:53:42,4.07
Krispy Kreme,5462,Bakeries,2024-10-31 15:53:48,6.08
Sushi Tei,5812,Eating Places and Restaurants,2024-10-31 15:53:54,6.4
Royce,5411,"Grocery Stores, Supermarkets",2024-10-31 15:54:00,5.85
Jetpac Travel Esim,4814,"Fax Services, Telecommunication Services",2024-10-31 15:54:07,7.07
Fish & Co,5812,Eating Places and Restaurants,2024-10-31 15:54:13,5.93
Ohmyhome,6513,Real Estate Agents and Managers,2024-10-31 15:54:20,7.26
Tan Tock Seng Hospital,8062,Hospitals,2024-10-31 15:54:26,5.98
Courtyard By Marriott,3690,Courtyard By Marriott,2024-10-31 15:54:36,9.25
Aburi-En,5812,Eating Places and Restaurants,2024-10-31 15:54:42,5.96
Google Drive,5968,Direct Marketing – Continuity/subscription Merchant,2024-10-31 15:54:49,7.72
Starr Travelead,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 15:54:56,6.89
Peach Garden,5812,Eating Places and Restaurants,2024-10-31 15:55:01,5.18
Rakuten Travel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 15:55:07,5.26
Ktmb,4111,"Local/suburban Commuter Passenger Transportation – Railroads, Ferries, Local Water Transportation",2024-10-31 15:55:12,4.89
Pets Eden Spa & Salon Llp,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 15:55:16,4.39
Ebay,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 15:55:20,3.92
China Airlines,3078,China Airlines,2024-10-31 15:55:24,4.48
Vietnam Airlines,4511,"Airlines, Air Carriers",2024-10-31 15:55:29,4.34
Etihad Airways,3034,Etihad Airways,2024-10-31 15:55:33,4.83
White Bee Hoon Restaurant,5812,Eating Places and Restaurants,2024-10-31 15:55:38,4.62
Pepper Lunch,5814,Fast Food Restaurants,2024-10-31 15:55:43,4.62
Buyandship,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 15:55:47,4.58
Ugreen,5399,Miscellaneous General Merchandise,2024-10-31 15:55:57,10.11
Horizon Fast Ferry,4111,"Local/suburban Commuter Passenger Transportation – Railroads, Ferries, Local Water Transportation",2024-10-31 15:56:03,5.35
Omio,4722,Travel Agencies and Tour Operations,2024-10-31 15:56:14,11.31
Ntuc Club,5411,"Grocery Stores, Supermarkets",2024-10-31 15:56:26,12.17
Hipvan,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 15:56:31,5.12
Huggs Coffee,5812,Eating Places and Restaurants,2024-10-31 15:56:36,4.96
Keppel Electric,4900,"Electric, Gas, Sanitary and Water Utilities",2024-10-31 15:56:41,4.9
Delifrance,5462,Bakeries,2024-10-31 15:56:49,7.41
6Ixty8Ight,5631,Women’s Accessory and Specialty Shops,2024-10-31 15:56:54,5.21
Jollibee,5814,Fast Food Restaurants,2024-10-31 15:56:58,4.31
Aone Claypot House,5812,Eating Places and Restaurants,2024-10-31 15:57:03,4.71
Club Med,3742,Club Med,2024-10-31 15:57:07,4.5
The Fullerton Hotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 15:57:12,4.52
Dbs,6012,Financial Institutions – Merchandise and Services,2024-10-31 15:57:16,4.56
Yole,5814,Fast Food Restaurants,2024-10-31 15:57:24,7.64
Aftershock,5732,Electronics Sale,2024-10-31 15:57:30,5.96
The Hour Glass,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 15:57:35,4.86
Castlery,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 15:57:40,4.69
Goldheart Jewelry,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 15:57:44,4.41
Giant Hyperfresh,5411,"Grocery Stores, Supermarkets",2024-10-31 15:57:49,5.06
All Nipon Airways,3161,All Nippon Airways,2024-10-31 15:57:55,5.42
Nam Kee Pau,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 15:57:59,4.48
Eva Airways,3084,Eva Airlines,2024-10-31 15:58:04,5.09
Llao Llao,5812,Eating Places and Restaurants,2024-10-31 15:58:14,9.39
Avis Rent-A-Car,3389,Avis Rent-a-car,2024-10-31 15:58:20,6.28
Hair Salon,7230,Barber and Beauty Shops,2024-10-31 15:58:26,6.24
Asos,5651,Family Clothing Stores,2024-10-31 15:58:31,4.98
Irvins,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 15:58:38,7.4
Net-A-Porter,5621,Women’s Ready-to-wear Stores,2024-10-31 15:59:03,24.82
Viewqwest,4814,"Fax Services, Telecommunication Services",2024-10-31 15:59:12,8.8
Buddy Hoagies,5812,Eating Places and Restaurants,2024-10-31 15:59:19,7.0
Itunes,5735,Record Shops,2024-10-31 15:59:29,9.4
Cathay Cineplexes,7832,Motion Picture Theaters,2024-10-31 15:59:35,5.93
Cartier,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 15:59:41,6.21
Kiehls,5977,Cosmetic Stores,2024-10-31 15:59:46,4.98
Fun Toast,5814,Fast Food Restaurants,2024-10-31 15:59:54,7.78
Rolex,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 15:59:59,5.37
Asiana Airlines,3098,Asiana Airlines,2024-10-31 16:00:04,4.83
King,5814,Fast Food Restaurants,2024-10-31 16:00:09,5.71
Osim,5712,"Furniture, Home Furnishings, and Equipment Stores, Except Appliances",2024-10-31 16:00:15,5.44
Hans,5814,Fast Food Restaurants,2024-10-31 16:00:20,5.17
Dunkin' Donuts,5462,Bakeries,2024-10-31 16:00:27,6.95
Bottles And Bottles,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:00:32,4.89
Nando'S,5812,Eating Places and Restaurants,2024-10-31 16:00:38,6.52
Ezship,5411,"Grocery Stores, Supermarkets",2024-10-31 16:00:44,5.86
Vivifi,4814,"Fax Services, Telecommunication Services",2024-10-31 16:00:49,4.52
Amazon Web Services,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:00:56,7.61
Benjamin Barker,5611,Men’s and Boy’s Clothing and Accessories Stores,2024-10-31 16:01:03,6.59
Little Farms,5411,"Grocery Stores, Supermarkets",2024-10-31 16:01:07,4.21
Zouk,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:01:12,4.63
Raffles Hotels,3790,Raffles Hotels,2024-10-31 16:01:16,4.59
Royal Sporting House,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:01:21,4.24
Ishop Changi,4582,"Airports, Airport Terminals, Flying Fields",2024-10-31 16:01:26,4.9
Ichiban Sushi,5812,Eating Places and Restaurants,2024-10-31 16:01:32,6.66
Atrium,5812,Eating Places and Restaurants,2024-10-31 16:01:38,6.27
Durian Sg Prime,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 16:01:44,5.34
Institute Of Singapore Chartered Accountants (Isca),7361,"Employment Agencies, Temporary Help Services",2024-10-31 16:01:48,4.47
Hyatt Hotels - International,3640,Hyatt Hotel,2024-10-31 16:01:53,4.81
Wingstop,5814,Fast Food Restaurants,2024-10-31 16:01:57,4.08
Stamford Catering,5811,Caterers,2024-10-31 16:02:03,6.17
The Joyous Vet,742 ,Veterinary Services,2024-10-31 16:02:08,4.15
New Balance,5941,Sporting Goods Stores,2024-10-31 16:02:11,3.73
Nintendo Online Store,5816,Digital Goods — Games,2024-10-31 16:02:15,4.2
Sanook-Jurong Pt,5812,Eating Places and Restaurants,2024-10-31 16:02:20,4.18
Anywheel,4121,Taxicabs and Limousines,2024-10-31 16:02:24,4.32
Eurostar,4112,Passenger Railways,2024-10-31 16:02:28,3.93
Kkh Retail Pharmacy,8062,Hospitals,2024-10-31 16:02:32,3.83
Longchamp,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:02:37,5.42
Bata,5661,Shoe Stores,2024-10-31 16:02:42,4.6
Pedro,5661,Shoe Stores,2024-10-31 16:02:46,4.66
So Pho,5812,Eating Places and Restaurants,2024-10-31 16:02:53,6.2
Jacks Place,5812,Eating Places and Restaurants,2024-10-31 16:02:57,4.45
Ctc Travel,5965,Direct Marketing – Combination Catalog and Retail Merchant,2024-10-31 16:03:02,4.63
Farfetch,5691,Men’s and Women’s Clothing Stores,2024-10-31 16:03:14,11.98
Poh Heng,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:03:23,9.73
Carousel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:03:32,8.52
Redbus,4131,"Bus Lines, Including Charters, Tour Buses",2024-10-31 16:03:37,4.69
Lego Certified Store,5945,"Hobby, Toy, and Game Shops",2024-10-31 16:03:48,11.7
Le Shrimp Ramen,5812,Eating Places and Restaurants,2024-10-31 16:04:09,20.32
Shangri-La International,3545,Shangri-la International,2024-10-31 16:04:18,9.22
Cut Butchery,5399,Miscellaneous General Merchandise,2024-10-31 16:04:25,6.93
Yoga Movement,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 16:04:30,4.53
Mr Porter,5611,Men’s and Boy’s Clothing and Accessories Stores,2024-10-31 16:04:34,4.53
Ajisen Ramen,5814,Fast Food Restaurants,2024-10-31 16:04:40,5.57
Crave,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:04:44,4.34
Sengkang General Hospital,8062,Hospitals,2024-10-31 16:04:49,4.33
Four Seasons,3543,Four Seasons Hotels,2024-10-31 16:04:53,4.76
Aesthetic,8299,Schools and Educational Services not Elsewhere Classified,2024-10-31 16:04:58,4.85
Dfs,5309,Duty Free Store,2024-10-31 16:05:02,4.0
Running Lab,5661,Shoe Stores,2024-10-31 16:05:07,4.3
Disneyland Resorts,3780,Disney Resorts,2024-10-31 16:05:11,4.12
Asa Holidays,7991,Tourist Attractions and Exhibits,2024-10-31 16:05:15,4.12
Pastamania,5812,Eating Places and Restaurants,2024-10-31 16:05:19,4.23
Shabu Sai,5812,Eating Places and Restaurants,2024-10-31 16:05:23,4.35
Kovernow Insurance,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:05:29,6.03
Trenitalia,4112,Passenger Railways,2024-10-31 16:05:33,4.1
People'S Association,9399,Government Services not Elsewhere Classified,2024-10-31 16:05:38,4.46
Mount Elizabeth Orchard Hospital,8062,Hospitals,2024-10-31 16:05:42,4.03
Tim Ho Wan,5814,Fast Food Restaurants,2024-10-31 16:05:47,4.6
Poulet,5812,Eating Places and Restaurants,2024-10-31 16:05:51,4.1
Lenu Noodle Bar,5814,Fast Food Restaurants,2024-10-31 16:05:55,4.56
Frasers Estore,5965,Direct Marketing – Combination Catalog and Retail Merchant,2024-10-31 16:06:01,5.88
Tonkatsu By Ma Maison,5812,Eating Places and Restaurants,2024-10-31 16:06:08,6.84
Xin Wang Hong Kong Cafe,5812,Eating Places and Restaurants,2024-10-31 16:06:15,7.07
Paul,5812,Eating Places and Restaurants,2024-10-31 16:06:21,5.64
Van Cleef & Arpels,5944,"Watch, Clock, Jewelry, and Silverware Stores",2024-10-31 16:06:26,5.02
Marina Bay Sands (Hotel),7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:06:31,5.0
Im In,5631,Women’s Accessory and Specialty Shops,2024-10-31 16:06:37,5.85
Casetify,5999,Miscellaneous and Specialty Retail Stores,2024-10-31 16:06:42,5.27
Grand Hyatt,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:06:50,7.99
Teo Heng Ktv,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:06:55,5.22
Eagle Eye,5971,Art Dealers and Galleries,2024-10-31 16:07:01,5.7
Ztp,5499,Miscellaneous Food Stores – Convenience Stores and Specialty Markets,2024-10-31 16:07:06,4.95
Conrad Centennial Singapore,3721,Hilton Conrad,2024-10-31 16:07:12,5.97
Goodwood Park Hotel,7011,"Lodging – Hotels, Motels, Resorts, Central Reservation Services",2024-10-31 16:07:18,6.14
Khoo Teck Puat Hospital,8062,Hospitals,2024-10-31 16:07:25,6.74
探鱼 - Tanyu 313@Somerset,5814,Fast Food Restaurants,2024-10-31 16:07:31,6.1
Lenu,5812,Eating Places and Restaurants,2024-10-31 16:07:36,5.23
Sony,5732,Electronics Sale,2024-10-31 16:07:41,5.24
Auntie Anne'S,5814,Fast Food Restaurants,2024-10-31 16:07:46,4.74
Phoon Huat,5411,"Grocery Stores, Supermarkets",2024-10-31 16:07:51,4.97
Samsonite,5948,Luggage and Leather Goods Shops,2024-10-31 16:07:56,5.42
Alaska Air Miles Purchase,7399,"Business Services, Not Elsewhere Classified",2024-10-31 16:08:01,4.79
Cow Play Cow Moo,7996,"Amusement Parks, Carnivals, Circuses, Fortune Tellers",2024-10-31 16:08:06,4.53
Mandarin Oriental Intl,5813,"Drinking Places alcoholic Beverages, Bars, Taverns, Cocktail Lounges, Nightclubs and Discotheques",2024-10-31 16:08:11,4.95
Strip,7298,Health and Beauty Shops,2024-10-31 16:08:15,4.7
Xiaomi,5732,Electronics Sale,2024-10-31 16:08:20,4.45
Etsy,5699,Miscellaneous Apparel and Accessory Shops,2024-10-31 16:08:25,5.12
Foodline.Sg,7299,Miscellaneous Personal Services not Elsewhere Classified,2024-10-31 16:08:30,4.7
Nan Yang Dao,5814,Fast Food Restaurants,2024-10-31 16:08:34,4.87
Onitsuka Tiger,5661,Shoe Stores,2024-10-31 16:08:40,5.79
Ramen Keisuke Tori King,5812,Eating Places and Restaurants,2024-10-31 16:08:45,5.28
Yew Kee,5814,Fast Food Restaurants,2024-10-31 16:08:50,4.74
Og,5311,Department Stores,2024-10-31 16:08:55,4.52
Kazo,5814,Fast Food Restaurants,2024-10-31 16:09:00,5.29
Hoshino Coffee,5812,Eating Places and Restaurants,2024-10-31 16:09:04,4.48
Humble Bundle,5734,Computer Software Stores,2024-10-31 16:09:09,4.84
Swee Choon Tim Sum Restaurant,5812,Eating Places and Restaurants,2024-10-31 16:09:15,6.14
Sgd*Gymmboxx,7997,"Membership Clubs sports, Recreation, Athletic, Country Clubs, and Private Golf Courses",2024-10-31 16:09:20,4.98
Isteaks Diner,5814,Fast Food Restaurants,2024-10-31 16:09:26,5.47
Ippudo,5812,Eating Places and Restaurants,2024-10-31 16:09:30,4.56
Cebu Pacific Airlines,3072,Cebu Pacific,2024-10-31 16:09:35,4.48
Meidi-Ya,5411,"Grocery Stores, Supermarkets",2024-10-31 16:09:39,4.44
Royal Dutch Airlines (Klm Airlines),3010,KLM Royal Dutch Airlines,2024-10-31 16:09:44,4.45
Neo Garden,5811,Caterers,2024-10-31 16:09:49,4.66
Disney,4899,"Cable, Satellite and Other Pay Television/radio/streaming Services",2024-10-31 16:09:53,4.62
Manulife,6300,"Insurance Sales, Underwriting, and Premiums",2024-10-31 16:09:57,3.95
Motherswork,5621,Women’s Ready-to-wear Stores,2024-10-31 16:10:03,5.69
Soup Restaurant,5812,Eating Places and Restaurants,2024-10-31 16:10:09,5.99
So Good Char Chan Teng,5812,Eating Places and Restaurants,2024-10-31 16:10:14,4.86
The Tinsel Rack,5621,Women’s Ready-to-wear Stores,2024-10-31 16:10:18,4.76
